"trip_id","taxi_id","trip_start_timestamp","trip_end_timestamp","trip_seconds","trip_miles","pickup_census_tract","dropoff_census_tract","pickup_community_area","dropoff_community_area","fare","tips","tolls","extras","trip_total","payment_type","company","pickup_centroid_latitude","pickup_centroid_longitude","pickup_centroid_location","dropoff_centroid_latitude","dropoff_centroid_longitude","dropoff_centroid_location"
"66095099e19b8c596845f1a740cccb557d7e90cd","bd3590b7d433fca504f9a8c05f298956323f3bfe5498ea6c53212d296b01f086370b22321b819ee813659ef3615de1a5c10a3eefa92249db4a46aeda94552c24","2022-06-30T23:15:00.000","2022-06-30T23:30:00.000","935","7.28",,,"28","20","20.5","0.01","0","0","21.01","Credit Card","Flash Cab","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.924347077","-87.734739754","POINT (-87.7347397536 41.9243470769)"
"78d81133b95e9ada7377c939c773bf5f6afb4bfa","24fe18cb099f758873795f1ac94b0eccc74f65efab09f5f7058b7d315b1390798c363409f55a9174f819466ce17b69be1289d871fc229e47864d927be2d21495","2022-06-30T23:15:00.000","2022-06-30T23:30:00.000","851","6.91",,,"8","38","21.9","5.21","0","0","27.11","Mobile","Taxicab Insurance Agency Llc","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.812948939","-87.617859676","POINT (-87.6178596758 41.8129489392)"
"729191de61b14bbe6e1c40cff3d11fbafb74588a","26433e31e3c4f6aa070cc9238d799026082f45bd96c496fae79e0eb9080eb183758f3b4318ef7061da1664a45f9ec7008b598a25fb3e2cfb3a9ca50a1f1947cb","2022-06-30T23:15:00.000","2022-07-01T00:00:00.000","2228","18.86",,,,"35","48","0","0","11","59","Cash","Taxicab Insurance Agency Llc",,,,"41.835117986","-87.618677767","POINT (-87.6186777673 41.8351179863)"
"edacd23dcd0fb0b9c8c57f74b33f3e8abe9c086a","b58ac6538fb9dd4525ded8eb5af799c465e22d2b9899c576b721fb598319dacea906b665bf2da0a31118cf13093201b313b2b51c3e46a689b275835270acae67","2022-06-30T23:15:00.000","2022-06-30T23:30:00.000","750","5.5",,,,,"16.25","0","0","0","16.25","Cash","Star North Taxi Management Llc",,,,,,
"d754e3fa998c0b87c3c26dee21c7a540c40b2acb","e64c125ab06441db8101d7c98eec723e18c3dcd1cf39f8387d792ad8477f0a3a56dee2881e25cee7c9e929bba5d35c71bdfdb66781a521059a4a5b798d0458e0","2022-06-30T23:15:00.000","2022-06-30T23:30:00.000","1080","7.9",,,"56","72","21.75","5.25","0","4","31","Credit Card","Taxi Affiliation Services","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)","41.713148612","-87.675075312","POINT (-87.6750753124 41.713148612)"
"f683267f64c21591439912b8de88958be16e6b37","4794c36af4c1852d90b5c8cf5f9f6cd38a8b9c1b68cf486e38a89f60c9226e0987ee8529cb2d550ff6c91ec8ff59e3b0607eccdfee8405f0edeb31023c1b50af","2022-06-30T23:15:00.000","2022-06-30T23:30:00.000","968","2.63","17031833000","17031081300","28","8","11.75","2","0","1","15.25","Credit Card","Blue Ribbon Taxi Association","41.88528132","-87.6572332","POINT (-87.6572331997 41.8852813201)","41.898331794","-87.620762865","POINT (-87.6207628651 41.8983317935)"
"3fc952df465e06dd3d8d08c573f89dd5a6564d6d","5067aae3d9e1474101b1df5c6b7fe79389e429ea7d820315b964dade113f9db00fd09bdaae86c17e22b9e197059dbc86b2c7e36ce25358737993f757f0b26e94","2022-06-30T23:15:00.000","2022-07-01T00:00:00.000","2773","19.57",,"17031330100",,"33","51.5","11.2","0","4","67.2","Credit Card","Flash Cab",,,,"41.859349715","-87.617358006","POINT (-87.6173580061 41.859349715)"
"e962bd31ac9c1bba5184a859f0103c5f3d2fd52e","e8ebe1fb12cc70947d4031ad2982bd07dee6c4a3b7d381a92b70556f0ced7d2eef3b5b88a5f8e6322f596607e57e23f9241a760dae0ad96d6c6282892ade803e","2022-06-30T23:15:00.000","2022-06-30T23:45:00.000","1315","12.54",,,"2","16","32.5","0","0","0","32.5","Prcard","Flash Cab","42.001571027","-87.695012589","POINT (-87.6950125892 42.001571027)","41.953582125","-87.72345239","POINT (-87.7234523905 41.9535821253)"
"9614d22e446d9d38c553da1998a32d87fef81301","d9befc1f0c9a2362b0b0d3f5b6caa5f6de1ecbd8c0f7a50e2bff64a8af41bd0343dc024230e36c0dde164d8bb9cf27eb4a582294b0610ff18a3fc049ef9ac947","2022-06-30T23:15:00.000","2022-06-30T23:45:00.000","1245","7.21",,,"8","77","21.75","0","0","0","21.75","Prcard","Flash Cab","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.9867118","-87.663416405","POINT (-87.6634164054 41.9867117999)"
"68d0be524a324312ec4a424770f3dd10f25400cc","fb61583f0b732a39f08c04267cd6b923c05ccfb9baffb187f5fbf835473cee4466eb437fe5e5b8507edde5a8f90fe03c227822d00b48643eee2053ab99bd13a2","2022-06-30T23:15:00.000","2022-06-30T23:30:00.000","567","1.72","17031833000","17031081700","28","8","11","2.58","0","0","13.58","Mobile","Sun Taxi","41.88528132","-87.6572332","POINT (-87.6572331997 41.8852813201)","41.892042136","-87.63186395","POINT (-87.6318639497 41.8920421365)"
"364f40a04283f7b0bdc335564961a59ef3f2f5d7","6ad5805a727e5aa27d3c226e4c88faa41f494b01215006d39233d0fadf4255020d630600a3916de9c0207fe818849db118e2670e98c5d7fae9017e777ab0b513","2022-06-30T23:15:00.000","2022-06-30T23:15:00.000","4","0",,,"6","6","45","9.1","0","0","54.6","Credit Card","Blue Ribbon Taxi Association","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"a4de16fa0d27b4aa726823ab7314eca4f9e0b070","07f3ce687dce8fa4518b83cd63bfbfb0383339fd188b5b6b22f4d33d0dbc445b56eabe1b74a1e06ab4cd5533bfdb89f0322934d5a2cc4fa67a4eb383ffd743ec","2022-06-30T23:15:00.000","2022-06-30T23:15:00.000","60","0",,,"56","56","3.25","0","0","4","7.25","Cash","Taxi Affiliation Services","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)"
"323ff98905bc679e7b86075f25ff3309dddcbc68","e849bd6c8835368538c8d5c39d09996a752ac157a67975c735fa157a4731eaa4e776be7da84a7f9c7e45f0b96ece880084f5412968bb8434d1d5f50431325e63","2022-06-30T23:15:00.000","2022-06-30T23:15:00.000","191","0.68","17031320400","17031320100","32","32","11","1.93","0","0","12.93","Mobile","Taxicab Insurance Agency Llc","41.877406123","-87.621971652","POINT (-87.6219716519 41.8774061234)","41.884987192","-87.620992913","POINT (-87.6209929134 41.8849871918)"
"e1615966b0669669fcb9ca95463682bffc8baf4f","dee6032433df09fe8d3fd4fa958380308c902dc98f81c373a00a768c284e8061429067c13eca8aff5fc783ec5fa2af94cb1aa4b19c918087bbca176d0e2bdfc5","2022-06-30T23:15:00.000","2022-06-30T23:30:00.000","498","1.64",,,"8","8","11","2.58","0","0","13.58","Mobile","Medallion Leasin","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"b78440641da8a1dd3d59a17aff24ec1b777401f1","90759751e90b9b9dc0b23f01716b516225af3458fc92daa0c63cb64882aef87f44d004622ef7cfe3eb0fe9f2ff9e57eb52e66c350e15119e76eb034f6158c155","2022-06-30T23:15:00.000","2022-06-30T23:15:00.000","444","2.92",,,"56","64","10","0","0","4.5","14.5","Cash","Star North Taxi Management Llc","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)","41.779582888","-87.768510849","POINT (-87.768510849 41.7795828877)"
"6ad37076fba3db61a650c2bbaea27f962df0babe","a905d5ba6fe7f2e8aa77bc959a99b52588c4c8f803c6fc899f300affec0bd70fff377366f12207d9fc1ee9f7f6b30e6b72317002125e666e4848699c5455c762","2022-06-30T23:15:00.000","2022-06-30T23:30:00.000","900","6",,,"32","21","17.75","0","0","0","17.75","Cash","Taxi Affiliation Services","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.938666196","-87.711210593","POINT (-87.7112105933 41.9386661962)"
"9a6842067e44cf64ddddb5259a121e3391642323","2059659f66366de2e2b2e0ea721c8a4f18d61f51547a04b359ed84510af152701b3d912f8cab34a83cf6e39812d037d677d9c92aa4484fc512b7443433289f8c","2022-06-30T23:15:00.000","2022-06-30T23:45:00.000","1412","15.12",,,"32","9","38.25","10.69","0","4","53.44","Credit Card","Sun Taxi","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","42.007612593","-87.813781034","POINT (-87.8137810343 42.0076125931)"
"4bfd55a819cf38bb79aaf68d3849ed1bc1a91f03","1147903107a545f4f4bdd87989e636c520c7f9a08f8342756d7e82378145f43a86f3db41e0ff1bce20967725d523d7a54354b5dcf9a98651d5edb67ead310052","2022-06-30T23:15:00.000","2022-06-30T23:45:00.000","1328","10.25",,,,,"27.5","0","0","18.5","46.5","Credit Card","Globe Taxi",,,,,,
"c961acbf7e1fa9c95378564384fbd1f6b1cc64d3","2ac5f8b29c65f2b636a81d678c8218ddbfd223c6bfbedc9ec383db08037db7e7009901f22fdd2a6286fcbce0d48e01a86165b40fab37b810391e7a8ea5c73b05","2022-06-30T23:15:00.000","2022-06-30T23:30:00.000","139","0.6","17031081800","17031842300","8","24","4.75","0","0","0","4.75","Cash","Flash Cab","41.89321636","-87.63784421","POINT (-87.6378442095 41.8932163595)","41.89830587","-87.653613982","POINT (-87.6536139825 41.8983058696)"
"8589d5dfc54d847b10c1b605380d6894223592f2","5684532ed1cdd7cdb913cba01dc0667632954842d29a14e448ec6adda0ef87c958edf029db241cedf373bb3c42be9c2aed367a383ef8239d3a8bd9fbc6161ebf","2022-06-30T23:15:00.000","2022-06-30T23:45:00.000","1882","20.5",,,"76",,"51","1","0","5","57.5","Credit Card","Chicago Independents","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)",,,
"b200bdbf791319c931f1c0e9b194ed78aa6618de","141074afe6aae95a4613cde037b5ed73011d4d19017b59d970600d380294700d5ef4a72d0e7b050b68e1138a6e7ab1ebd82768c68b4d18bcb116d3990afecab0","2022-06-30T23:15:00.000","2022-06-30T23:30:00.000","1020","6.9",,,"56",,"20","4","0","5","29","Credit Card","Taxi Affiliation Services","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)",,,
"661829b51b7380de20b97c15e2da209e6ddfde6b","9af6216887942597a1374258b2818c015c78468941877a1446d4bce09daeeae7fddc4277da695e720462f5bc0f49bd3d9f93572fb1a30fa1f2b979ad673efd9e","2022-06-30T23:15:00.000","2022-06-30T23:15:00.000","429","1.37","17031833000","17031081800","28","8","7","4","0","0","11.5","Credit Card","5 Star Taxi","41.88528132","-87.6572332","POINT (-87.6572331997 41.8852813201)","41.89321636","-87.63784421","POINT (-87.6378442095 41.8932163595)"
"d1996eb7786ee5af997a7c8388fdd13f2793942d","2ee014517008727c09c564f78b483383c62d85e7d5f0f82bb7b8a692bca650097a8d0942bc4d898d1c650160b2fe2639a25356dcd3b95887275783d9386b1cb1","2022-06-30T23:15:00.000","2022-06-30T23:30:00.000","1016","7.14",,,"28","6","20.5","3.15","0","0","24.15","Credit Card","Taxicab Insurance Agency Llc","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"89626dbebb18606a18bd623379f2930d43e57a4c","904222fe7d2f8f53ac179a524c63eebb02300ec21b573d542909496678acb55f1108655fff1b594a9cac029696d320f67e06adc2af6c8f9c4179dcf9d0729554","2022-06-30T23:15:00.000","2022-06-30T23:30:00.000","873","4.34","17031832000","17031081300","6","8","15.16","3.61","0","0","18.77","Mobile","Sun Taxi","41.946294536","-87.654298084","POINT (-87.6542980837 41.9462945357)","41.898331794","-87.620762865","POINT (-87.6207628651 41.8983317935)"
"fdf9c80781214be58d540f59ffd5f0fe58ae7677","e8f673c7d74913eef9b2c58975502e30884a6d7c93a80264c9ef1ee7a3a44652b66f8f74348e5f7b62dc458b19ef474b8c0801463178f03b03bd08f768c42c4e","2022-06-30T23:15:00.000","2022-06-30T23:45:00.000","1200","7.7",,,"33","43","22.25","0","0","0","22.25","Unknown","Taxi Affiliation Services","41.857183858","-87.620334624","POINT (-87.6203346241 41.8571838585)","41.761577908","-87.572781987","POINT (-87.5727819867 41.7615779081)"
"2d537a677f5ac49693cb240e71a33d292fcb560a","c8549ac4a2842a038f2a5b91ecf894ca7cb04d60558be3dc1878baa95aeb7614775727cacfe28797dae16b233792ff6784049cd5e881a2454604a3383beb70ed","2022-06-30T23:00:00.000","2022-06-30T23:15:00.000","527","2.4",,,"8","7","11.02","1.97","0","0","12.99","Mobile","Sun Taxi","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)"
"c28f6406f6f4641cf9626d1e8c125ca557a285f5","59cfe5aef1ecdd4418c373fe7848fb1f9defcbcfe70f17f70bf11f05711c380494e26d4f4a1b9e1c1d873a2f741318864d34f23735ee3b20f07fc10af300d66a","2022-06-30T23:00:00.000","2022-06-30T23:15:00.000","708","0",,,"28","6","19.58","2","0","0","21.58","Mobile","Flash Cab","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"bffe20ea6faf76dd4bb2c2dbf3220a8aeab4f1a0","36add30222345794b60adf964631e6a1994b1a77c74105252a2841c07f883b2260c14571bd2d588607f0025d3c9377195275a0baaa415a51181b4b975e7480c6","2022-06-30T23:00:00.000","2022-06-30T23:00:00.000","403","0.87","17031320100","17031081401","32","8","6","2","0","0","8.5","Credit Card","Sun Taxi","41.884987192","-87.620992913","POINT (-87.6209929134 41.8849871918)","41.89503345","-87.619710672","POINT (-87.6197106717 41.8950334495)"
"d72a52ae716c15a8bece89d2d856b8585fe057b0","e1aff5afebc38449dafb6f180ceb9f5dc86cf771aeffec64996e2033d39bdc672381805a199c1e2c088e4acada9b976e703f7736baafa2da9bfe927a4b031277","2022-06-30T23:00:00.000","2022-06-30T23:00:00.000","26","0.07",,,"7","7","15","1","0","0","16.5","Credit Card","Chicago Independents","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)"
"0834a7762047952de91f0004e9f8d6881b82708a","4ea76937237d234148f31343797e28d4616f50891cb565129299236d6404d4427e7b23f376f58a84e51bf05a2755080f45c6b464037703e2efb17443357f732e","2022-06-30T23:00:00.000","2022-06-30T23:00:00.000","9","0","17031320400","17031320400","32","32","10","0","0","0","10.5","Credit Card","Sun Taxi","41.877406123","-87.621971652","POINT (-87.6219716519 41.8774061234)","41.877406123","-87.621971652","POINT (-87.6219716519 41.8774061234)"
"2b26f35014182f7bdfb5eebd1f2f62f4bf60e338","5da013ec65199c182be94d5f8a640d1f0981620378d3f049dd54130737aab7cfd001918946c8ece01c3565a76531d192a719590c8b2abe2909777162ee50fc5e","2022-06-30T23:00:00.000","2022-06-30T23:15:00.000","1259","4.66",,,"28","6","17.38","4.14","0","0","21.52","Mobile","24 Seven Taxi","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"5ac0ecb5f3563f578eda5d361c24960bf03c4c74","9c71a8b10a221fd2b917806993781a1c1d0e0ff35b30d9f8e9350c2bfcf463612b5afc7ae99a2b3695e56d7755b04c7bda297415039b81282b197785b6a07370","2022-06-30T23:00:00.000","2022-06-30T23:15:00.000","1322","7.81",,,"7","77","22.5","0","0","0","22.5","Cash","Flash Cab","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)","41.9867118","-87.663416405","POINT (-87.6634164054 41.9867117999)"
"bc7239492c7960baa6fa536c6908b30a0f789901","850264f1f7a1a4af93548322988520f577f0eb28a0ae38570f2c3ba1b808e3d50b6fb17b5ef5588e15a4c35a1947c8d84cb486d693d088404a94c12b760f66b1","2022-06-30T23:00:00.000","2022-06-30T23:15:00.000","720","1.5",,,"32","28","8.75","0","0","1","9.75","Cash","5062 - 34841 Sam Mestas","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"8701c800773be3276c54eb258e8fc7f1845aecc7","ec9365ed1483ab537c2fc1c146b84bf4a1f6cea82cc3203ef5c2500e625c33a895840123f41f35c14ee888515b25108712bd237c7bb448bad601107b3da668ab","2022-06-30T23:00:00.000","2022-06-30T23:15:00.000","1194","5.51",,,"8","23","19.72","3.52","0","0","23.24","Mobile","Star North Taxi Management Llc","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.900069603","-87.720918238","POINT (-87.7209182385 41.9000696026)"
"8bbbab7176903ff852817a66ef44accc85c8c485","2e7f98f477c93ec4c458c0f46cad563cc83e813d5ebc0dc2b60c2fb8907ff808ff6b033d283097aea82bff81f2e1d8a0494154963acca3df2bde798570693440","2022-06-30T23:00:00.000","2022-06-30T23:30:00.000","2068","14.8",,,,"6","39.25","0","0","4","43.25","Cash","Sun Taxi",,,,"41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"50fe23f66b77ef47839b00be14c5a87c943a19ec","42e7bc45af73f754adedc33abc0d5bbfc2456582e3300c347aac18495cc0e5dffe8c907be25240650a7f74843a7c0cb8299af97fd09c34a90059f9d4accd1c9d","2022-06-30T23:00:00.000","2022-06-30T23:30:00.000","1387","13.12",,"17031081700",,"8","33.75","7.95","0","5.5","47.7","Credit Card","City Service",,,,"41.892042136","-87.63186395","POINT (-87.6318639497 41.8920421365)"
"c8d98e18ba57482ecc6c1c418406e3c6c195f9d6","3671b00a8d3d78e49e75a0eb9796fbfa1ab2e07b89d7edbd09d6a614648be964da3b392cd8bf9200c4a56f992c0362c9f4f41fa328e6b3c4bda589bda7c90b0c","2022-06-30T23:00:00.000","2022-07-02T12:15:00.000",,"14.17",,,"76","76","38.75","0","0","4","42.75","Cash","Taxicab Insurance Agency Llc","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)"
"6bf8d15eb7effcf042b07e388097d535835b9edc","adb1cb74113851b651b474182fbe95a9663783779db8cca0fdc3ff7ac82cc8fe5d864b7f86a995c64e405fa6c89cd87d00b458108ebe0c62bc23c4c79e61da46","2022-06-30T23:00:00.000","2022-06-30T23:00:00.000","14","0","17031081300","17031081300","8","8","45","0","0","0","45.5","Credit Card","5 Star Taxi","41.898331794","-87.620762865","POINT (-87.6207628651 41.8983317935)","41.898331794","-87.620762865","POINT (-87.6207628651 41.8983317935)"
"0049d7d39d16a34b0247e42d42e8da82bc721776","0795d472decbbae3fa5c12b4ad08f6873e5c19f1ae01a02cd7d7e1d1d91a83536e7bb3ea9baf959126dab3e1b5928c50764dcacc9502586aecade690e9eafee6","2022-06-30T23:00:00.000","2022-06-30T23:15:00.000","643","3.72",,"17031980000",,"76","12.25","0","0","10.5","22.75","Cash","Sun Taxi",,,,"41.97907082","-87.903039661","POINT (-87.9030396611 41.9790708201)"
"08cdd6f070099192389fbd3cdb6fb370869a1cfa","f348e984b4993a2adefe269223c0dc45403776cfe368d63331667b1d56575b405383fc63a5035a586dd310847557be3e48dbb91238309b1756a520a1c788e107","2022-06-30T23:00:00.000","2022-06-30T23:15:00.000","1148","2.6",,,"76",,"13.5","0","0","4.5","18","Cash","Medallion Leasin","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)",,,
"da401807a74cd13a3962731fec5cf7ce2151ba10","87ff9e63139e6268b8e4a6f74ccc421217794c892a5636114271fa71528dfcf37987961bce9d9ed1223d5a59a00ff4c06b74380bfbccf4237a093ea025efe0bb","2022-06-30T23:00:00.000","2022-06-30T23:15:00.000","483","2.54",,,"8","24","11.44","0.68","0","0","12.12","Mobile","City Service","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.901206994","-87.676355989","POINT (-87.6763559892 41.9012069941)"
"d592d8ec14c6169f3e2ccccf1816691b0759c78b","cf9d594763b7b42b84d0a3c61f7ce63e7f491b3b0bb6a2babf6d4acf2e03cad2f530a19465f85e02dd6ef24622e90237219185703bf95d8087503f5944e81f61","2022-06-30T23:00:00.000","2022-06-30T23:30:00.000","1635","8.43",,,,,"25.25","3","0","4","32.75","Credit Card","Flash Cab",,,,,,
"d03d375053f637557a0c8abdab428d40dbf4215b","3d4d650b0b10ca90ad2b4ac59a5f5b5f6d7bec7485211b2a41f1f63c5b83edd5b2efb7bf7290bddb0ddd12a91d0c89738767d70f47cfb1689686936a376031db","2022-06-30T23:00:00.000","2022-06-30T23:00:00.000","370","1","17031081202","17031081500","8","8","6","2","0","1.5","10","Credit Card","Flash Cab","41.902788048","-87.62614559","POINT (-87.6261455896 41.9027880476)","41.892507781","-87.626214906","POINT (-87.6262149064 41.8925077809)"
"9c6e2a0f7f4546ef5c386d57ba5ba96d44bb33bf","8942c504d38b52d769ac1800e8c7dde070687626dcae14d708c2fcc98e3f7a9fd7b7501543a9203f37d49eeba4aef40729e51cc2009b154cb08a3aa2286fab16","2022-06-30T23:00:00.000","2022-06-30T23:30:00.000","1140","0.8",,,"31",,"33.5","0","0","0","33.5","Unknown","Taxi Affiliation Services","41.850266366","-87.667569312","POINT (-87.667569312 41.8502663663)",,,
"3da4482e47949b14ac698547f5461be695f3e32f","a5af44e477d4a113284fc380e77366cecd26cf2d5dcf668a27be74b6eb2b50ad4c73271ffb06bbd4e7d22b1369bcaf63e6b416ee94ea20d07a8328674eb9be91","2022-06-30T23:00:00.000","2022-06-30T23:15:00.000","1070","9.85",,,"39","8","26.25","0","0","0","26.25","Prcard","Flash Cab","41.808916283","-87.596183344","POINT (-87.5961833442 41.8089162826)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"baf8aec88134a23804f45cce1b7f6de6db5a0927","a8078f80a679e11f94f21e3bc8e205025db5e17d1f204c177c60415fb20e9971a5b6352b2573a91ddac200b598a011997ed4f7a43a4280f9b927619d0a9a31c0","2022-06-30T23:00:00.000","2022-06-30T23:30:00.000","1740","17.1",,,,,"42.5","9.4","0","4","55.9","Credit Card","Taxicab Insurance Agency, LLC",,,,,,
"5fd3260bb80b31d2d9043c1f52db81a84584610a","033605c7145dea0e56be0ca74bb89a85bce0d2fd11c408b92c42d83d202081a0d6d48e37c8143824f38f01fd1bbc4fa22181761f07d613386472d71618171dc7","2022-06-30T23:00:00.000","2022-07-01T00:15:00.000","3900","28.5",,,"8",,"74.5","0","0","10","84.5","Cash","Globe Taxi","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)",,,
"1dd12d26fde7d5be77233c9774fdfd89f0166091","f348e984b4993a2adefe269223c0dc45403776cfe368d63331667b1d56575b405383fc63a5035a586dd310847557be3e48dbb91238309b1756a520a1c788e107","2022-06-30T23:00:00.000","2022-06-30T23:00:00.000","255","0.5",,,"76","76","5.25","0","0","0","5.25","Cash","Medallion Leasin","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)"
"2b9b12f9ebaf8c2dba4aaf876fe8bc38ee8c9e29","ba00e9e869bec19b8a1fda607747c69673802b3a468e206af24177b03010903f9231c91fb51e4aed7d5bab4ce8d015445ef30c2e83b8a57d7438f824ce5bde84","2022-06-30T23:00:00.000","2022-06-30T23:30:00.000","1908","11.57",,,,"13","32","5.62","0","5","43.12","Credit Card","Flash Cab",,,,"41.983636307","-87.723583185","POINT (-87.7235831853 41.9836363072)"
"645331763aea8b804fbc9fb97318753e75c13da8","222a0a55fe5180e292a8e128804e081fa50b05a0329775f9344b50ee230f23d12635ee6a2429af764d01221057af04260089849cfb0192fa29bfda38362ffad6","2022-06-30T23:00:00.000","2022-06-30T23:45:00.000","2448","18.12",,"17031081403",,"8","47.75","7","0","5","60.25","Credit Card","Flash Cab",,,,"41.890922026","-87.618868355","POINT (-87.6188683546 41.8909220259)"
"339158d5e58cbcc07542c6ce089911272faeaf54","bed942f47f98000cf664d7e6270d9210e4c2db2fc9b7d2ee90cc0910d3542ab64f45926ba718e3a2955385962773e00d8d107a29adb479bac0f48ee606503a30","2022-06-30T23:00:00.000","2022-06-30T23:45:00.000","2340","24.5","17031980100",,"56",,"60","10","0","34","104","Credit Card","Taxi Affiliation Services","41.785998518","-87.750934289","POINT (-87.7509342894 41.785998518)",,,
"69dc8cf57eb516ec8eaf477809bd23395eaa00be","77c7e7dc3fdd00c2c474a025551a3a459b8f748d6d27a2c3295d12fa8a38d71e04656c0ee8394f9cd68641aa08867039af4d6eb77f99e53afd158833314348a9","2022-06-30T23:00:00.000","2022-06-30T23:30:00.000","1500","15",,,"76","6","37.5","6","0","4","47.5","Credit Card","Taxi Affiliation Services","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"2358dce2664def0e970fab5b4d59cb1f4a9c4cf9","951920ae87e18650b5bf4e645ff3e48d421c13bf3e424642f87f893dbdbde558dd927691c1f9a91cc695bbccbabb1eaf1f089f8cc6f640bcd9d12cadce6dda7a","2022-06-30T23:00:00.000","2022-06-30T23:15:00.000","266","0.8",,,"8","8","5.5","0","0","0","5.5","Cash","City Service","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"ee5b4e643ac5dc01fa824d4f362fdf34cbe6154d","f1ed8794238deb1c8f7c3759aa096ae20e3e769cc4c9ad6b0b5622db04a03ad19f07235a1fb70f90e0402c5d563ced420495c06f0ecb27469bc95d56af5841c8","2022-06-30T23:00:00.000","2022-06-30T23:15:00.000","1290","0",,,"6","28","22.09","5.26","0","0","27.35","Mobile","Flash Cab","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"b032b1e0728bee6a2c9ffde3ef48068529912dcc","b4ac2893286a7c3a55df851a3732ea65d7fb82e1da7a19f728a71651761babfd88544152301073319650be263fd4e1aabc072601e6f452daf22ceb764f8d70d5","2022-06-30T23:00:00.000","2022-06-30T23:15:00.000","826","6.37",,,"8","21","18.5","3.8","0","0","22.8","Mobile","City Service","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.938666196","-87.711210593","POINT (-87.7112105933 41.9386661962)"
"8321bc093c1413916142eea0a973bf5be4411ffd","081758ced4767105bfa217f7b0784d72d37e12a016fe2afe00706141bef5950c435d6dc7b112c594bcf48f00f40817f995f9f4ac20a91a9c01b6c11accf0d9ff","2022-06-30T23:00:00.000","2022-06-30T23:15:00.000","665","2.69",,,"8","6","11","2.62","0","0","13.62","Mobile","5 Star Taxi","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"dc40d99bfd41f4a58471a28bac3b49889f50986c","1baee7c96b22d91e12ab05ec4a61eca249c92181d74a7aff32f1a09571469f62d55f6266f0830a83a81d25858da9b60a3f2cedc8101499af98e7fd99276c0fa5","2022-06-30T23:00:00.000","2022-06-30T23:30:00.000","1486","5.67",,,"76",,"18.75","3.79","0","6","29.04","Credit Card","5 Star Taxi","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)",,,
